Full Name,Business Phone,Address 1: Address Type,Address 1: City,Address 1: Country/Region,Address 1: County,Address 1: Fax,Address 1: Freight Terms,Address 1: Latitude,Address 1: Longitude,Address 1: Name,Address 1: Phone,Address 1: Post Office Box,Address 1: Primary Contact Name,Address 1: Shipping Method,Address 1: State/Province,Address 1: Street 1,Address 1: Street 2,Address 1: Street 3,Address 1: Telephone 2,Address 1: Telephone 3,Address 1: UPS Zone,Address 1: UTC Offset,Address 1: ZIP/Postal Code,Address 2: Address Type,Address 2: City,Address 2: Country/Region,Address 2: County,Address 2: Fax,Address 2: Freight Terms,Address 2: Latitude,Address 2: Longitude,Address 2: Name,Address 2: Post Office Box,Address 2: Primary Contact Name,Address 2: Shipping Method,Address 2: State/Province,Address 2: Street 1,Address 2: Street 2,Address 2: Street 3,Address 2: Telephone 1,Address 2: Telephone 2,Address 2: Telephone 3,Address 2: UPS Zone,Address 2: UTC Offset,Address 2: ZIP/Postal Code,Aging 30,Aging 60,Aging 90,Anniversary,Annual Income,Assistant,Assistant Phone,Backoffice Customer,Birthday,Childrens Names,Created By,Created On,Credit Hold,Credit Limit,Customer Size,Department,Description,Do not allow Bulk E-mails,Do not allow Bulk Mails,Do not allow E-mails,Do not allow Faxes,Do not allow Mails,Do not allow Phone Calls,Education,E-mail,E-mail Address 2,E-mail Address 3,Employee,Fax,First Name,FTP Site,Gender,Government,Has Children,Home Phone,Job Title,Last Date Included in Campaign,Last Name,Lead Source,Manager,Manager Phone,Marital Status,Middle Name,Mobile Phone,Modified By,Modified On,Nickname,No. of Children,Originating Lead,Propriétaire,Pager,Parent Customer,Payment Terms,Preferred Day,Preferred Facility/Equipment,Preferred Method of Contact,Preferred Service,Preferred Time,Preferred User,Price List,Relationship Type,Role,Salutation,Send Marketing Materials,Shipping Method,Spouse Name,Status,Status Reason,Suffix,Telephone 3,Territory,Web Site,Yomi First Name,Yomi Full Name,Yomi Last Name,Yomi Middle Name
Marie Dubois,123 4567,,Toulouse,France,,,,,,,,,,,Midi - Pyrénées,123, avenue du Mercredi,,,,,,31100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,1,0,0,0,,someone@example.com,,,,,Marie,,,,,,Propriétaire,,Dubois,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Détaillants pour VTT XYZ,,,,,,,,,,,,0,,,Actif,1,,,,,,,,
Davide Ruspini,123 4567,,Limoges,France,,,,,,,,,,,Limousin,556, avenue du Dimanche,,,,,,87100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Davide,,,,,,Assistant aux achats,,Ruspini,,,,,,,First name Last name,1/24/2008,,,,Gail Erickson,,,,,,,,,,,,,,0,,,Actif,1,,,,,,,,
KarinaNormann Jakobsen,123 4567,,Bordeaux,France,,,,,,,,,,,Aquitaine,556, impasse du Vendredi,,,,,,33200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,KarinaNormann,,,,,,Directeur des achats,,Jakobsen,,,,,,,First name Last name,1/24/2008,,,,Alan Jackson,,Location de vélos LMN,,,,1,,,,,,,,0,,,Actif,1,,,,,,,,
Sven Buck,123 4567,,Bordeaux,France,,,,,,,,,,,Aquitaine,112, impasse du Lundi,,,,,,33200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Sven,,,,,,Directeur des achats,,Buck,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Accessoires pour vélos LMN,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Leo Giakoumakis ,123 4567,,Rouen,France,,,,,,,,,,,Haute-Normandie,334, impasse du Dimanche,,,,,,76000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Leo,,,,,,Propriétaire,,Giakoumakis ,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Location de vélos LMN,,,,2,,,,,,,,0,,,Actif,1,,,,,,,,
Christof Sprenger,123 4567,,Nantes,France,,,,,,,,,,,Pays-de-la Loire,113, boulevard du Mardi,,,,,,44100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Christof,,,,,,Assistant pour les achats,,Sprenger,,,,,,,First name Last name,1/24/2008,,,,Alan Jackson,,Centre du cycle XYZ,,,,1,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Sabine Royant,123 4567,,Caen,France,,,,,,,,,,,Basse-Normandie,223, rue du Mardi,,,,,,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Sabine,,,,,,Directeur des achats,,Royant,,,,,,,First name Last name,1/24/2008,,,,Gail Erickson,,Équipements de sport LMN,,,,,,,,,,,,0,,,Actif,1,,,,,,,,
Alessandro Leoni,123 4567,,Lyon,France,,,,,,,,,,,Rhône - Alpes,225, boulevard du Dimanche,,,,,,69001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Alessandro,,,,,,Assistant pour les achats,,Leoni,,,,,,,First name Last name,1/24/2008,,,,Alan Jackson,,Fournitures de compétition ABC,,,,1,,,,,,,,0,,,Actif,1,,,,,,,,
Sten Faerch,123 4567,,Châlons-en-Champagne,France,,,,,,,,,,,Champagne - Ardenne,225, avenue du Samedi,,,,,,17620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Sten,,,,,,Assistant pour les achats,,Faerch,,,,,,,First name Last name,1/24/2008,,,,Alan Jackson,,Équipements pour VTT LMN,,,,1,,,,,,,,0,,,Actif,1,,,,,,,,
Markus Rankenburg,123 4567,,Strasbourg,France,,,,,,,,,,,Alsace,123, rue du Mercredi,,,,,,67100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Markus,,,,,,Propriétaire,,Rankenburg,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Anne Hellung-Larsen,123 4567,,Châlons-en-Champagne,France,,,,,,,,,,,Champagne - Ardenne,556, impasse du Mercredi,,,,,,17620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Anne,,,,,,Assistant aux achats,,Hellung-Larsen,,,,,,,First name Last name,1/24/2008,,,,Gail Erickson,,,,,,,,,,,,,,0,,,Actif,1,,,,,,,,
Ariane Berthier,123 4567,,Dijon,France,,,,,,,,,,,Bourgogne,113, avenue du Dimanche,,,,,,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Ariane,,,,,,Propriétaire,,Berthier,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Centre de loisirs LMN,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Tjeerd Veninga,123 4567,,Clermont-Ferrand,France,,,,,,,,,,,Auvergne,334, boulevard du Jeudi,,,,,,63100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,1,0,0,0,,someone@example.com,,,,,Tjeerd,,,,,,Directeur des achats,,Veninga,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Location de VTT XYZ,,,,2,,,,,,,,0,,,Actif,1,,,,,,,,
Heike Molnar,123 4567,,Lyon,France,,,,,,,,,,,Rhône - Alpes,334, boulevard du Vendredi,,,,,,69001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Heike,,,,,,Assistant pour les achats,,Molnar,,,,,,,First name Last name,1/24/2008,,,,Alan Jackson,,Location pour le sport LMN,,,,1,,,,,,,,0,,,Actif,1,,,,,,,,
Stefan Rißlings,123 4567,,Lille,France,,,,,,,,,,,Nord - Pas-de-Calais,334, avenue du Lundi,,,,,,59000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Stefan,,,,,,Propriétaire,,Rißling,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Location de cycles XYZ,,,,,,,,,,,,0,,,Actif,1,,,,,,,,
Michael Ovesen,123 4567,,Orléans,France,,,,,,,,,,,Centre,778, impasse du Lundi,,,,,,45000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Michael,,,,,,Assistant aux achats,,Ovesen,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Centre de remise en forme LMN,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Thomas Hamborg,123 4567,,Saint-Étienne,France,,,,,,,,,,,Rhône - Alpes,123, impasse du Vendredi,,,,,,42000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Thomas,,,,,,Propriétaire,,Hamborg,,,,,,,First name Last name,1/24/2008,,,,Gail Erickson,,Entreprise d'activités LMN,,,,,,,,,,,,0,,,Actif,1,,,,,,,,
Michael Berroth,123 4567,,Orléans,France,,,,,,,,,,,Centre,445, impasse du Dimanche,,,,,,45000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Michael,,,,,,Propriétaire,,Berroth,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Christian Hess,123 4567,,Châlons-en-Champagne,France,,,,,,,,,,,Champagne - Ardenne,445, avenue du Vendredi,,,,,,17620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Christian,,,,,,Propriétaire,,Hess,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Magasin du vélo LMN,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Mohammad Chami,123 4567,,Nice,France,,,,,,,,,,,Provence - Alpes - Côte d'Azur,225, rue du Jeudi,,,,,,O6100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Mohammad,,,,,,Assistant pour les achats,,Chami,,,,,,,First name Last name,1/24/2008,,,,Alan Jackson,,Fournitures pour vélos ABC,,,,1,,,,,,,,0,,,Actif,1,,,,,,,,
Bastian Bruhns,123 4567,,Bordeaux,France,,,,,,,,,,,Aquitaine,445, impasse du Jeudi,,,,,,33200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Bastian,,,,,,Propriétaire,,Bruhns,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Dominik Paiha,123 4567,,Montpellier,France,,,,,,,,,,,Languedoc - Roussillon,223, rue du Jeudi,,,,,,34070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Dominik,,,,,,Propriétaire,,Paiha,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Équipements de remise en forme XYZ,,,,,,,,,,,,0,,,Actif,1,,,,,,,,
Christiane Ploenes,123 4567,,Toulouse,France,,,,,,,,,,,Midi - Pyrénées,445, impasse du Mercredi,,,,,,31100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Christiane,,,,,,Assistant aux achats,,Ploenes,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Massimiliano Monaco,123 4567,,Reims,France,,,,,,,,,,,Champagne - Ardenne,223, rue du Dimanche,,,,,,51100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Massimiliano,,,,,,Directeur des achats,,Monaco,,,,,,,First name Last name,1/24/2008,,,,Gail Erickson,,Équipements de remise en forme LMN,,,,,,,,,,,,0,,,Actif,1,,,,,,,,
Thomas Axen,123 4567,,Dijon,France,,,,,,,,,,,Bourgogne,334, rue du Lundi,,,,,,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Thomas,,,,,,Assistant aux achats,,Axen,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Jan Kotas,123 4567,,Amiens,France,,,,,,,,,,,Picardie,556, avenue du Vendredi,,,,,,80080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Jan,,,,,,Assistant aux achats,,Kotas,,,,,,,First name Last name,1/24/2008,,,,Gail Erickson,,Accessoires pour VTT XYZ,,,,,,,,,,,,0,,,Actif,1,,,,,,,,
Dieter Zilch,123 4567,,Strasbourg,France,,,,,,,,,,,Alsace,445, rue du Lundi,,,,,,67100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Dieter,,,,,,Directeur,,Zilch,,,,,,,First name Last name,1/24/2008,,,,Gail Erickson,,,,,,,,,,,,,,0,,,Actif,1,,,,,,,,
David Junca,123 4567,,Clermont-Ferrand,France,,,,,,,,,,,Auvergne,445, boulevard du Vendredi,,,,,,63100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,David,,,,,,Assistant aux achats,,Junca,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
AndreasHanefeld Dziegiel,123 4567,,Rennes,France,,,,,,,,,,,Bretagne,223, boulevard du Vendredi,,,,,,35200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,AndreasHanefeld,,,,,,Propriétaire,,Dziegiel,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Entreprise du sport XYZ,,,,2,,,,,,,,0,,,Actif,1,,,,,,,,
Anders Langvad-Nielse,123 4567,,Limoges,France,,,,,,,,,,,Limousin,344, avenue du Vendredi,,,,,,87100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Anders,,,,,,Assistant aux achats,,Langvad-Nielsen,,,,,,,First name Last name,1/24/2008,,,,Gail Erickson,,Équipements de loisirs LMN,,,,,,,,,,,,0,,,Actif,1,,,,,,,,
Roland Hofmann,123 4567,,Rennes,France,,,,,,,,,,,Bretagne,445, rue du Mercredi,,,,,,35200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Roland,,,,,,Responsable des assistants,,Hofmann,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Location de vélos LMN,,,,2,,,,,,,,0,,,Actif,1,,,,,,,,
Anja Egelund-Müller,123 4567,,Dijon,France,,,,,,,,,,,Bourgogne,112, impasse du Mardi,,,,,,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Anja,,,,,,Accompagnateur,,Egelund-Müller,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Accessoires pour vélos XYZ,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Nils Blaauboers,123 4567,,Toulouse,France,,,,,,,,,,,Midi - Pyrénées,113, avenue du Jeudi,,,,,,31100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Nils,,,,,,Assistant pour les achats,,Blaauboer,,,,,,,First name Last name,1/24/2008,,,,Alan Jackson,,Centre de loisirs XYZ,,,,1,,,,,,,,0,,,Actif,1,,,,,,,,
Katja Heidemann,123 4567,,Poitiers,France,,,,,,,,,,,Poitou - Charentes,445, impasse du Mardi,,,,,,86000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Katja,,,,,,Directeur,,Heidemann,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
JaimeHumbertoBastidas Patiño,123 4567,,Reims,France,,,,,,,,,,,Champagne - Ardenne,113, rue du Vendredi,,,,,,51100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,JaimeHumbertoBastidas,,,,,,Directeur des achats,,Patiño,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Détaillants pour vélos LMN,,,,,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Ties Art,123 4567,,Strasbourg,France,,,,,,,,,,,Alsace,445, boulevard du Mercredi,,,,,,67100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Ties,,,,,,Assistant pour les achats,,Arts,,,,,,,First name Last name,1/24/2008,,,,Alan Jackson,,Professionnels de la compétition ABC,,,,1,,,,,,,,0,,,Actif,1,,,,,,,,
Dominik Steiner,123 4567,,Châlons-en-Champagne,France,,,,,,,,,,,Champagne - Ardenne,223, avenue du Mardi,,,,,,17620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Dominik,,,,,,Assistant aux achats,,Steiner,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Entreprise de remise en forme LMN,,,,1,,,,,,,,0,,,Actif,1,,,,,,,,
Michel Cordani,123 4567,,Montpellier,France,,,,,,,,,,,Languedoc - Roussillon,334, avenue du Mardi,,,,,,34070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Michel,,,,,,Assistant aux achats,,Cordani,,,,,,,First name Last name,1/24/2008,,,,Gail Erickson,,Location de vélos ABC,,,,,,,,,,,,0,,,Actif,1,,,,,,,,
Andrea Dunker,123 4567,,Rouen,France,,,,,,,,,,,Haute-Normandie,225, avenue du Mercredi,,,,,,76000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Andrea,,,,,,Responsable des assistants,,Dunker,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Équipements pour VTT ABC,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Antoine Faisandie,123 4567,,Lyon,France,,,,,,,,,,,Rhône - Alpes,445, boulevard du Samedi,,,,,,69001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Antoine,,,,,,Assistant aux achats,,Faisandier,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
JanneLinde Hoffmann,123 4567,,Toulouse,France,,,,,,,,,,,Midi - Pyrénées,112, avenue du Samedi,,,,,,31100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,JanneLinde,,,,,,Assistant pour les achats,,Hoffmann,,,,,,,First name Last name,1/24/2008,,,,Alan Jackson,,Accessoires de loisirs XYZ,,,,1,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Joris Kal,123 4567,,Besançon,France,,,,,,,,,,,Franche-Comté,788, boulevard du Samedi,,,,,,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Joris,,,,,,Assistant aux achats,,Kalz,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Accessoires pour vélos ABC,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Joris Kalz,123 4567,,Dijon,France,,,,,,,,,,,Bourgogne,334, impasse du Jeudi,,,,,,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Joris,,,,,,Directeur des achats,,Kalz,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Location pour les loisirs ABC,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Lukas Keller,123 4567,,Lyon,France,,,,,,,,,,,Rhône - Alpes,223, boulevard du Mercredi,,,,,,69001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Lukas,,,,,,Directeur des achats,,Keller,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Entreprise du sport ABC,,,,,,,,,,,,0,,,Actif,1,,,,,,,,
Claudia Mangel,123 4567,,Le Havre,France,,,,,,,,,,,Haute-Normandie,113, impasse du Jeudi,,,,,,76620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Claudia,,,,,,Directeur,,Mangel,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Centre du VTT LMN,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Alfons Parovszky,123 4567,,Lyon,France,,,,,,,,,,,Rhône - Alpes,445, boulevard du Samedi,,,,,,69001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Alfons,,,,,,Propriétaire,,Parovszky,,,,,,,First name Last name,1/24/2008,,,,Gail Erickson,,Fournitures pour remise en forme LMN,,,,,,,,,,,,0,,,Actif,1,,,,,,,,
Peter Meulman,123 4567,,Paris,France,,,,,,,,,,,Île-de-France,112, boulevard du Dimanche,,,,,,75010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Peter,,,,,,Assistant pour les achats,,Meulman,,,,,,,First name Last name,1/24/2008,,,,Alan Jackson,,Accessoires de remise en forme LMN,,,,1,,,,,,,,0,,,Actif,1,,,,,,,,
Stig Struve-Christensen,123 4567,,Caen,France,,,,,,,,,,,Basse-Normandie,334, rue du Jeudi,,,,,,14001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Stig,,,,,,Assistant aux achats,,Struve-Christensen,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Magasin de cycles LMN,,,,3,,,,,,,,0,,,Actif,1,,,,,,,,
Nurhan Güran,123 4567,,Marseille,France,,,,,,,,,,,Provence - Alpes - Côte d'Azur,334, rue du Mardi,,,,,,13001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Nurhan,,,,,,Directeur,,Güran,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Magasin de loisirs LMN,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Fabrice Canel,123 4567,,Caen,France,,,,,,,,,,,Basse-Normandie,112, rue du Mardi,,,,,,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Fabrice,,,,,,Assistant aux achats,,Canel,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Centre de compétition ABC,,,,,,,,,,,,0,,,Actif,1,,,,,,,,
Delphine Ribaute,123 4567,,Saint-Étienne,France,,,,,,,,,,,Rhône - Alpes,113, avenue du Vendredi,,,,,,42000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Delphine,,,,,,Directeur,,Ribaute,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Centre de sport LMN,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
AnneGrethe Hansen,123 4567,,Le Havre,France,,,,,,,,,,,Haute-Normandie,556, impasse du Mardi,,,,,,76620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,AnneGrethe,,,,,,Directeur des achats,,Hansen,,,,,,,First name Last name,1/24/2008,,,,Alan Jackson,,Entreprise du sport XYZ,,,,1,,,,,,,,0,,,Actif,1,,,,,,,,
Alexander Eggerer,123 4567,,Lyon,France,,,,,,,,,,,Rhône - Alpes,112, boulevard du Mercredi,,,,,,69001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Alexander,,,,,,Directeur,,Eggerer,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Accessoires pour cycles ABC,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Roberto Scaringella,123 4567,,Saint-Étienne,France,,,,,,,,,,,Rhône - Alpes,123, avenue du Jeudi,,,,,,42000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Roberto,,,,,,Assistant aux achats,,Scaringella,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Détaillants pour vélos XYZ,,,,1,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
Tomás Navarro,123 4567,,Poitiers,France,,,,,,,,,,,Poitou - Charentes,112, avenue du Vendredi,,,,,,86000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First name Last name,1/24/2008,,,,,,,,0,0,0,0,,someone@example.com,,,,,Tomás,,,,,,Propriétaire,,Navarro,,,,,,,First name Last name,1/24/2008,,,,Jose Curry,,Accessoires de remise en forme ABC,,,,2,,,,,,,,0,,,Actif,1,,,Valeur par défaut,,,,,
